graph,avg_clus_coeff
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.025210084033613446
6,0.022727272727272728
7,0.0196078431372549
8,0.017045454545454544
9,0.015706806282722512
10,0.014423076923076924
11,0.013452914798206279
12,0.012552301255230125
13,0.011764705882352941
14,0.011111111111111112
15,0.01048951048951049
16,0.010067114093959731
17,0.00946372239747634
18,0.008928571428571428
19,0.008547008547008548
20,0.008152173913043478
21,0.007751937984496124
22,0.007389162561576354
23,0.007125890736342043
24,0.006818181818181818
25,0.006507592190889371
26,0.006224066390041493
27,0.006048387096774193
28,0.005780346820809248
29,0.0056179775280898875
30,0.0055147058823529415
31,0.005385996409335727
32,0.005253940455341506
33,0.005119453924914676
34,0.0049833887043189366
35,0.004885993485342019
36,0.0047694753577106515
37,0.004746835443037975
38,0.0046875
39,0.004629629629629629
40,0.0045871559633027525
41,0.004524886877828055
42,0.004431314623338257
43,0.004392386530014641
44,0.00436046511627907
45,0.004316546762589928
46,0.004285714285714286
47,0.004225352112676056
48,0.004189944134078212
49,0.004137931034482759
50,0.00411522633744856
51,0.007197480881691409
52,0.004010695187165776
53,0.003989361702127659
54,0.003963011889035667
55,0.003942181340341655
56,0.0030621172353455816
57,0.0030421555845284655
58,0.003038194444444444
59,0.0030107526881720426
60,0.0029914529914529912
61,0.002968617472434266
62,0.002949852507374631
63,0.002927645336679213
64,0.0029239766081871343
65,0.0029130253849354967
66,0.002902155887230514
67,0.002688172043010753
68,0.0028877887788778876
69,0.0028842192006592496
70,0.002873563218390804
71,0.0028700287002870026
72,0.0028594771241830064
73,0.0028490028490028487
74,0.0028490028490028487
75,0.002831715210355987
76,0.0028351559335763462
77,0.0028214429665457475
78,0.0028112449799196785
79,0.0031497418244406192
80,0.0031383982164294283
81,0.003134635149023638
82,0.003134635149023638
83,0.0031308810949529507
84,0.0036397812713602185
85,0.0036310944425502895
86,0.0036168882827594044
87,0.005024884062888813
88,0.005024884062888813
89,0.004793046826340525
90,0.005890170795158919
91,0.005852352775429699
92,0.005831648697214735
93,0.005824779853048405
94,0.0057974655278289515
95,0.007520697894093457
96,0.007688261351052046
97,0.008308531746031743
98,0.00995595926231764
99,0.009553913519430758
100,0.009711994763541152
101,0.010249510763209393
102,0.011617639092041821
103,0.012145016736853472
104,0.012810764169767567
105,0.01213126247101332
106,0.01198547215496368
107,0.0121482075976458
108,0.012120969464018791
109,0.012681507580610719
110,0.012653137317566848
111,0.012892830510280173
112,0.012892830510280173
113,0.012892830510280173
114,0.013304070231444533
115,0.013243161848072563
116,0.01299239013365821
117,0.012750268065882685
118,0.012694037556220578
119,0.01282690021676806
120,0.012917723490410718
121,0.012853916763608395
122,0.013006459376096338
123,0.01295058077236295
124,0.01302392143976302
125,0.013078053837129741
126,0.013176188890474602
127,0.013146536003678858
128,0.013658301693427922
129,0.013571887420571627
130,0.01289536502884424
131,0.012845002068196816
132,0.012789429146103103
133,0.012966038211939849
134,0.012933077851110636
135,0.012903429296871917
136,0.013008654975868087
137,0.013185600070845968
138,0.013765843569337013
139,0.014030838621002547
140,0.014128458062884285
141,0.014076567027386692
142,0.014103891014371359
143,0.014389751334496723
144,0.016160440160440156
145,0.01562215801698002
146,0.016467821306530978
147,0.018490949318016984
148,0.01698650283859286
149,0.017558135564566427
150,0.017928165677361812
151,0.017742121218057044
152,0.017069003486115775
153,0.01759049031776304
154,0.017282076212557493
155,0.017131757131757127
156,0.016863934972909327
157,0.017034200367533697
158,0.01746075624280752
159,0.017388890786326678
160,0.017323099785786344
161,0.017315366462487988
162,0.017098093803850727
163,0.017589606555491407
164,0.01708191335850909
165,0.017140750261769363
166,0.017295699700158287
167,0.017163813421775195
168,0.017127670255984138
169,0.01707207630774509
170,0.017239027017970435
171,0.017369757305126347
172,0.017615711903342105
173,0.017709686423856397
174,0.017606676204320756
175,0.017713311668944753
176,0.01806162834640891
177,0.01788162108607022
178,0.017905812342885404
179,0.018258264123908612
180,0.018091998505532322
181,0.01808361043040878
182,0.018157140034356978
183,0.0182647244391027
184,0.01833365493400959
185,0.018635548336336034
186,0.018606267627263424
187,0.018624724197642547
188,0.018833893597214425
189,0.018516784837381207
190,0.018458404621106254
191,0.02008949111287386
192,0.01967829453619219
193,0.019222633828165556
194,0.018178699155443557
195,0.022438282595369258
196,0.02226357959047757
197,0.02224026694169173
198,0.023666793593579264
199,0.022923043329148195
200,0.022875386274409843
201,0.02282478349891283
202,0.02303386163620188
203,0.023008147713277673
204,0.022960659276304966
205,0.024169192715440827
206,0.02431297548567165
207,0.0242145603067251
208,0.02427424572902101
209,0.024446618877352774
210,0.02458071162083559
211,0.024988541907840372
212,0.02503645619755794
213,0.024313423303900652
214,0.024893467121649387
215,0.024892307079505738
216,0.024785748700493725
217,0.02482551416111535
218,0.02499102070595526
219,0.024807754485617246
220,0.02457439379204247
221,0.02393508655089286
222,0.024233338282102626
223,0.02471479503152347
224,0.025766504058692616
225,0.025936919873280215
226,0.02656707331861613
227,0.02668768214558799
228,0.02720235794377163
229,0.027268752464565355
230,0.027087452002566032
231,0.02691721025929058
232,0.02674782541438671
233,0.02702612905660473
234,0.02699376816797473
235,0.026925810301851726
236,0.02706396640331058
237,0.027288065557073346
238,0.02695974963242715
239,0.02761733759888362
240,0.02752132537458061
241,0.02745343671198726
242,0.02729583803096699
243,0.02761272060794302
244,0.02708717686146581
245,0.02708139418983408
246,0.027260141783741868
247,0.027448073146804596
248,0.027572302311407546
249,0.027745886457077408
250,0.02877729740110278
251,0.030981827587160934
252,0.031068763747681312
253,0.032859490487698116
254,0.03313396809483292
255,0.03354587140951146
256,0.034591540230621956
257,0.03494243202888218
258,0.03474006467064438
259,0.03455024942516112
260,0.0347194371301806
261,0.03459903892248785
262,0.034585592646490915
263,0.03612933954313308
264,0.03502810973941114
265,0.0351339042629025
266,0.03521957848218817
267,0.035330198516573215
268,0.03530118079168283
269,0.035018993842829214
270,0.035325157936872104
271,0.03547033262750134
272,0.035479952637121344
273,0.035115479023984625
274,0.03528995101663845
275,0.03538622399169929
276,0.03551361838379958
277,0.035439500582409036
278,0.035572650261013264
279,0.035489782874224315
280,0.035937113321554755
281,0.035756609886113434
282,0.03581077299762224
283,0.036482147519433454
284,0.03661868012348638
285,0.03655647559272574
286,0.03765392212538799
287,0.037924252830699216
288,0.03827338894374846
289,0.0381285897418993
290,0.038235095312878956
291,0.03825875550020578
292,0.03843660569874766
293,0.03831450685455538
294,0.03829577984911461
295,0.038532153158204456
296,0.03913841456848595
297,0.03920744659731699
298,0.03911521610307644
299,0.039677713348990756
300,0.03977992269743127
301,0.03972503621038397
302,0.04026706258155607
303,0.04010449561678925
304,0.03991607023008143
305,0.039759386502602544
306,0.03982923633763987
307,0.040097136850573596
308,0.03871340956649147
309,0.03838873424181614
310,0.038398998408706815
311,0.038395666176458926
312,0.03827706545544857
313,0.038271303702698864
314,0.038467136428652064
315,0.03855773915479696
316,0.03854012513115884
317,0.03869482417502066
318,0.03837956602843721
319,0.038238391941479995
320,0.038573715791994645
321,0.038799213129236176
322,0.038738479756067486
323,0.03893401121653388
324,0.03913077728599544
325,0.03993522481731089
326,0.04043410422412151
327,0.04044219821416134
328,0.040147808551667365
329,0.03973284404442603
330,0.039514628449818096
331,0.03951886192947786
332,0.04004204319488581
333,0.03934100311192905
334,0.0392571337950558
335,0.03926740047198914
336,0.04021789640012524
337,0.040420314249601914
338,0.0407979646272523
339,0.04011452505492382
340,0.039419876157660565
341,0.040139004061170984
342,0.04019659681630042
343,0.04016910291195754
344,0.039600756437178315
345,0.03964963392993191
346,0.0397075242699
347,0.040000441375682594
348,0.04010179529204077
349,0.04063700366455341
350,0.040596443820072006
351,0.041558576808348784
352,0.0415433207473411
353,0.04144151819455815
354,0.041413151499524785
355,0.041496684916391545
356,0.04155074608156382
357,0.04178772213553336
358,0.0418187735339738
359,0.041674093799922096
360,0.04179440561614035
361,0.04194061687346271
362,0.04239036535494869
363,0.042548649283592026
364,0.04257793878656573
365,0.0428058015531282
366,0.04295600429019024
367,0.04257386993832765
368,0.04251452744542897
369,0.04213313783975315
370,0.04250015487343688
371,0.042121523449053795
372,0.04204327059302317
373,0.04230041149343892
374,0.04237237592728845
375,0.04244709544645242
376,0.04212011652470226
377,0.041986349447201164
378,0.04217066629818468
379,0.042240438848177395
380,0.04235459395889254
381,0.04263975479616895
382,0.042676204015624705
383,0.04220699682127133
384,0.04247811171226926
385,0.04217341974091063
386,0.0422699710451914
387,0.04268082145604181
388,0.043267049166452534
389,0.04383551640158644
390,0.04365751787477471
391,0.04353741063392444
392,0.04418115547084617
393,0.043821907278780645
394,0.04387837232492577
395,0.04399682772560848
396,0.043996884915208145
397,0.04393877700386739
398,0.04430487189704086
399,0.044529541419956006
400,0.044830964476797026
401,0.044710386195407514
402,0.04485539690337719
403,0.04507890300923624
404,0.044971723997688444
405,0.04511138481801511
406,0.04611747178901436
407,0.04514646584724819
408,0.04474935340163214
409,0.04476093822700975
410,0.045018077060673005
411,0.04504433966564368
412,0.04511576751484931
413,0.04504936614125841
414,0.04526597044283003
415,0.045235095209669465
416,0.045453556670534336
417,0.04532752270481803
418,0.04522420101828641
419,0.0452305534554281
420,0.04538757377068713
421,0.04512174064264734
422,0.04475034942158292
423,0.044918978511780644
424,0.04495886250419301
425,0.04498075003795842
426,0.044840401522996884
427,0.044980033035177426
428,0.044877683302624725
429,0.0451545371010382
430,0.04512007156426189
431,0.045386976268731095
432,0.045416572703556306
433,0.04524068233158749
434,0.04566110315964507
435,0.046035330494656725
436,0.046480472727238584
437,0.04660308557774961
438,0.04682796211355479
439,0.046967323983222814
440,0.04715331486259251
441,0.0473810727016634
442,0.04753340151868462
443,0.04757959891161627
444,0.04760996498100361
445,0.04785256430041901
446,0.04795534045612587
447,0.04794307646583284
448,0.0479403318552451
449,0.048014206427407176
450,0.04805157425160139
451,0.047880010681345
452,0.048042718523791404
453,0.048101840805135916
454,0.04816984087313598
455,0.048146653130649975
456,0.04828437391344038
457,0.048231149719536265
458,0.048229251597957025
459,0.048381595756149136
460,0.04837198943419332
461,0.04849176608764928
462,0.04876670560118329
463,0.04884034877431645
464,0.04870423017414556
465,0.04910984169086818
466,0.04912193192034972
467,0.04930795175175327
468,0.049489692565402074
469,0.04953354790853504
470,0.04953726837852134
471,0.049696748875667544
472,0.049805064458624544
473,0.04995655719600443
474,0.05025785792797475
475,0.05038706905799354
476,0.05062939887548677
477,0.0508212222278188
478,0.05086094447376335
479,0.05109935454349012
480,0.0511270167624148
481,0.05118602353116269
482,0.051195247425012885
483,0.0510695120857749
484,0.05082327344084345
485,0.050818765756597196
486,0.05082721708141133
487,0.05088518731055759
488,0.051072843810563595
489,0.05120244240937443
490,0.05119705449289735
491,0.05115046088458614
492,0.05117327701507341
493,0.05114181227772633
494,0.0509006161357061
495,0.05098032171450681
496,0.05091091381205722
497,0.050741184301979825
498,0.050864977130413616
499,0.0509881597487573
500,0.05096727508557047
501,0.05128166945225242
502,0.0511702604272257
503,0.05126389732560265
504,0.05117448289004174
505,0.05140459081530879
506,0.05150818564370582
507,0.051514791102667656
508,0.05178298719194532
509,0.05191740698525946
510,0.05188086794161751
511,0.05202132199840545
512,0.05219604294078608
513,0.05253602491774627
514,0.052580141080376945
515,0.05286440594002957
516,0.05289565957615
517,0.052759947384331346
518,0.05286820692402327
519,0.05295687153348475
520,0.05301946001582964
521,0.05342984608332525
522,0.053375447124856625
523,0.05369033347495036
524,0.05374697420163788
525,0.05380593226344437
526,0.05388970005395561
527,0.05401533661949485
528,0.05404660580281081
529,0.0539731988666588
530,0.05411401728674317
531,0.05429396014978979
532,0.05443892983567271
533,0.054642939002305824
534,0.05445633944649251
535,0.05462548905851614
536,0.054900638524399616
537,0.05503166412393451
538,0.0556102195499845
539,0.05565680396621672
540,0.05580552272249445
541,0.05596108436452392
542,0.056113251867214664
543,0.057149203370179834
544,0.057476930538292274
545,0.057814502002137544
546,0.057974426932880546
547,0.05789036915534628
548,0.05800178962308107
549,0.05808178509695341
550,0.058069903690237956
551,0.05791567877145173
552,0.0578470509335214
553,0.057753992353951004
554,0.0578266475409728
555,0.05758058739661616
556,0.057533272392525155
557,0.05733784803463443
558,0.05731011476644709
559,0.057414171868529956
560,0.05732290854346815
561,0.05752182438049886
562,0.05750178502422379
563,0.05768677662966374
564,0.057810420575672684
565,0.05784048256529789
566,0.058186151276680184
567,0.05821245385388266
568,0.05816706070578391
569,0.05844505349136706
570,0.05850818005170426
571,0.058528926439715065
572,0.05863829823464759
573,0.05884275854933659
574,0.058960280554612984
575,0.058715628987391716
576,0.05858536937021146
577,0.058566125141213655
578,0.05864075629317938
579,0.05873258184571196
580,0.058795803780951984
581,0.058988679862612234
582,0.059164469127150204
583,0.05902409279475032
584,0.05905607044891105
585,0.059035577457675625
586,0.05906949635867371
587,0.059151046676546366
588,0.05889354467602525
589,0.058876675817809435
590,0.05895838024504922
591,0.05882495630069964
592,0.058779853761544376
593,0.05891257382897974
594,0.058957690606129536
595,0.05896944241353667
596,0.05908538463038778
597,0.058999158343512256
598,0.05888917172193194
599,0.05916752653995588
600,0.059266620496335506
601,0.059208663801275103
602,0.059044033082996196
603,0.059010347974726776
604,0.058813837107832154
605,0.05886692918098097
606,0.058742341635685986
607,0.05861547213408265
608,0.058544683764217544
609,0.058364060780436454
610,0.05825730255700901
611,0.05848006245678542
612,0.058561044469809656
613,0.05857796621978763
614,0.058591929405505144
615,0.05853584294827435
616,0.05856342000640216
617,0.05879403933393171
618,0.05881593870552014
619,0.05870388830046839
620,0.05869676805730458
621,0.058704308273236507
622,0.0586706800957597
623,0.05862520750642748
624,0.05852246939146999
625,0.058559474951899775
626,0.058525779497056105
627,0.05861398299618297
628,0.05858844969612681
629,0.05887697373394872
630,0.05881045199933397
631,0.0589165581599175
632,0.05881792326251505
633,0.058791775393015305
634,0.05887891692074056
635,0.05883878513165581
636,0.0589443567508781
637,0.058952852538968294
638,0.059378741748646366
639,0.05937222055141182
640,0.05947646423681475
641,0.059648943607715575
642,0.059947847352859594
643,0.05983036672239211
644,0.05989823921578487
645,0.060023888773036445
646,0.05991479793276574
647,0.060101119195919456
648,0.06000420181659534
649,0.06015258088892195
650,0.06012781911755816
651,0.060198573745676255
652,0.06026864085927715
653,0.060293934920814134
654,0.06022361774452527
655,0.06025777863326009
656,0.06016896077833301
657,0.06023654558514559
658,0.06017933874827009
659,0.06036125604408784
660,0.06039272233300719
661,0.06044194508485655
662,0.060505527346455576
663,0.0605958043732695
664,0.06079047138431041
665,0.06073327446923403
666,0.06063539259665387
667,0.060713551377503464
668,0.06069840274983648
669,0.06096167240009376
670,0.0610840890804771
671,0.06109358913496473
672,0.061339930634935695
673,0.061444467611272945
674,0.061240977931667585
675,0.061407446199145094
676,0.061370078031351444
677,0.061504179044885546
678,0.06160650218771586
679,0.06164167667080634
680,0.06166520041149977
681,0.06181544884000557
682,0.06188766653892673
683,0.06192517135221852
684,0.061464801412399475
685,0.06145886363243967
686,0.061347799226217914
687,0.06121403476250665
688,0.06090071057856076
689,0.06092081574957006
690,0.06071704727652145
691,0.06061935299073222
692,0.06061831365178954
693,0.06062497346872973
694,0.06070635192534682
695,0.06066795826950193
696,0.06076858757691093
697,0.06112079712130706
698,0.0612152451889432
699,0.0613082991119828
700,0.06131880282317538
701,0.06122239337103526
702,0.06116450010755369
703,0.06116025371363258
704,0.06099856578796802
705,0.060863798918729554
706,0.060875611607891816
707,0.06105979318706948
708,0.060805189741182535
709,0.0607456244319103
710,0.0607958036342861
711,0.0607474901552272
712,0.06078255526979724
713,0.0607424160396307
714,0.0607910899300964
715,0.06084095804398234
716,0.060787785333661276
717,0.0606356654365177
718,0.06072258787172215
719,0.06095366017048134
720,0.06101591637484094
721,0.06099775517833633
722,0.06104417732034997
723,0.060936661399661994
724,0.06082358160890674
725,0.060750258828549265
726,0.06067381386617716
727,0.06058270943967562
728,0.060512525409895074
729,0.060560377376528314
730,0.0604779693042061
731,0.06044254630076871
732,0.060392444670013194
733,0.06034178803990337
734,0.06028104400239886
735,0.06021955104213108
736,0.06025560896090765
737,0.060307890130028775
738,0.0603700820826917
739,0.06048002261565462
740,0.06042450857544218
741,0.06047588505118515
742,0.060509882988458524
743,0.060430162621131975
744,0.06044003569869517
745,0.060414245857529705
746,0.060391477009115
747,0.06021276497334129
748,0.06015676218862589
749,0.060089547597363686
750,0.06012848037636207
751,0.06008409752228468
752,0.06005393744196128
753,0.060200752563701096
754,0.060164100025065455
755,0.0601649974308955
756,0.06004341182085669
757,0.06010126083442274
758,0.060065967890562504
759,0.060032645252771064
760,0.059927426825771235
761,0.05975916180652389
762,0.05962403111873875
763,0.059757069550295805
764,0.05966361741064062
765,0.05960261992463063
766,0.05967040419237806
767,0.05951093722114799
768,0.059552059524332526
769,0.05949242553490914
770,0.05963363177143807
771,0.059688796090059
772,0.05971395791261852
773,0.05965833331375756
774,0.059757872196775044
775,0.059700819561832257
776,0.05983023002516955
777,0.05978511424080264
778,0.059779584506363066
779,0.05988207412721373
780,0.059916275275692314
781,0.05985492782811991
782,0.05981995680605998
783,0.05983733690135658
784,0.059876000312552746
785,0.05986030332407653
786,0.05999571589951567
787,0.059899708715144856
788,0.060076326950298437
789,0.059905469945296025
790,0.059887618628464076
791,0.05992598770433949
792,0.05997672347003592
793,0.05996832086860133
794,0.060100892941625614
795,0.0601255652786509
796,0.06009986247830732
797,0.060178888274407906
798,0.06008180037664267
799,0.06010536707373328
800,0.06011816842623158
801,0.06016223486412059
802,0.06021633420995188
803,0.06014381089978975
804,0.06018602221278381
805,0.060187078769794226
806,0.06020449243610346
807,0.06022777992568034
808,0.06015186172446518
809,0.060161633098383835
810,0.06009469909510348
811,0.06007429284746917
812,0.06005186175179245
813,0.06007596064041146
814,0.06009509051047112
815,0.06005574433858604
816,0.060035143656517874
817,0.05990351498592926
818,0.05991928200222421
819,0.059716714948532264
820,0.059795408635362
821,0.059682938008519155
822,0.059596847354134
823,0.0596319130298347
824,0.059732540408711614
825,0.05967765060000434
826,0.05968955900675839
827,0.05976039396582076
828,0.05963573224362474
829,0.05965612996436086
830,0.05977651643255746
831,0.05968669242452205
832,0.059784616947227365
833,0.059861269750604386
834,0.05976661368158771
835,0.059718272038856005
836,0.05971278629613081
837,0.05958854836044136
838,0.059667397938177255
839,0.059717616511204615
840,0.059768015669307985
841,0.05977076035465351
842,0.059770400364109896
843,0.059716717545348255
844,0.05951539468956652
845,0.059636125587801965
846,0.05958707922266605
847,0.059461839833694984
848,0.059549659483133205
849,0.059425692170666324
850,0.05938721539044127
851,0.05941688400776449
852,0.05948985853445012
853,0.05950143472703912
854,0.05959022366879867
855,0.05967464971277313
856,0.059800403945267824
857,0.05975260989238535
858,0.059806164945272036
859,0.05970781805407193
860,0.059734663048179405
861,0.05973914328080137
862,0.0596246763299643
863,0.0596346935279089
864,0.05970039360440256
865,0.059591007014548135
866,0.0595732139348624
867,0.059532147092685755
868,0.05953001925910894
869,0.05967804941460906
870,0.059658516959197355
871,0.05962564904756757
872,0.05944938253717585
873,0.059435775082866814
874,0.0594499051390445
875,0.059551107539034566
876,0.05956928668426168
877,0.05962284015412336
878,0.05966855504382469
879,0.05972855847731736
880,0.05974113266195625
881,0.059691153968586846
882,0.059599808337645444
883,0.0596079297599254
884,0.05960154328655287
885,0.05960162325260424
886,0.059544788998469204
887,0.059572925962602365
888,0.059473843231737815
889,0.05967500816123335
890,0.05949820392556636
891,0.059399937475455356
892,0.05946930160479888
893,0.05939760714658243
894,0.05931993645975402
895,0.059359548208586285
896,0.059335776084306666
897,0.059342421850672455
898,0.05932727794632641
899,0.05929747470700017
900,0.05931574734597157
901,0.05925908508578965
902,0.05922420806335169
903,0.0593308922672705
904,0.05924377159823239
905,0.05921151316710373
906,0.05923221427548442
907,0.059181152312609654
908,0.05923954709347582
909,0.059262006707100405
910,0.059269388687329186
911,0.059336127697610534
912,0.05933343250041666
913,0.05939915713301349
914,0.059471866794408856
915,0.05950389400430038
916,0.05959734114415584
917,0.05969637770897804
918,0.059731667023772334
919,0.05973107295375229
920,0.05981774482516318
921,0.05986189168931093
922,0.05984060909038128
923,0.059852977073304614
924,0.05998140892358248
925,0.059930107199798195
926,0.06002005154020356
927,0.06005219298744884
928,0.05995886036871907
929,0.060089625225616144
930,0.06022669986030967
931,0.06020434814191146
932,0.060285990339000554
933,0.060274876409609365
934,0.0602809033496668
935,0.06027065220452656
936,0.06028849053435996
937,0.060306547287462535
938,0.060322090604342175
939,0.06026542172850857
940,0.06034453443563618
941,0.060346287165822056
942,0.060279405533719944
943,0.06037589775521987
944,0.060379895731129986
945,0.060482664887757644
946,0.060495363765927145
947,0.06054133120687271
948,0.060568678369216866
949,0.060706690181647684
950,0.060789158937233446
951,0.060799502145591655
952,0.060803486542472925
953,0.060804422971471206
954,0.06076330459471777
955,0.06083064789985549
956,0.060875634731358506
957,0.060954879938838885
958,0.06098088539721804
959,0.06097313932710649
960,0.06105518668357889
961,0.061086158761859126
962,0.06116323591802541
963,0.06122241899645599
964,0.061177532945394415
965,0.06121396589673772
966,0.06126751121309132
967,0.061305582291440786
968,0.061227273193766404
969,0.06131145895166125
970,0.061312151620299536
971,0.06139208016221378
972,0.061441421916945356
973,0.061340325730353716
974,0.06145788793068811
975,0.06148343617977712
976,0.06160552236130014
977,0.06173315396645851
978,0.06180473178569814
979,0.06171108109092292
